"STUDY_ID","YEAR","LOCATION","ENTRY","IS_CHECK","STUDY_TYPE","SITE","YIELD_ADJ"
"S2MET_2016_Arlington","2016","Arlington, WI","2ND27705",FALSE,"S2MET","Arlington",5611.12360976197
"S2MET_2016_Arlington","2016","Arlington, WI","MT050236",FALSE,"S2MET","Arlington",4927.82747114023
"S2MET_2016_Arlington","2016","Arlington, WI","MT070031",FALSE,"S2MET","Arlington",4042.10451125196
"S2MET_2016_Arlington","2016","Arlington, WI","MT080010",FALSE,"S2MET","Arlington",5088.75197732225
"S2MET_2016_Arlington","2016","Arlington, WI","MT080077",FALSE,"S2MET","Arlington",3783.20566406897
"S2MET_2016_Arlington","2016","Arlington, WI","MT080154",FALSE,"S2MET","Arlington",5383.63467366574
"S2MET_2016_Arlington","2016","Arlington, WI","MT080160",FALSE,"S2MET","Arlington",4744.05392753084
"S2MET_2016_Arlington","2016","Arlington, WI","MT080170",FALSE,"S2MET","Arlington",4802.99420941364
"S2MET_2016_Arlington","2016","Arlington, WI","MT080236",FALSE,"S2MET","Arlington",4675.75556845322
"S2MET_2016_Arlington","2016","Arlington, WI","MT080270",FALSE,"S2MET","Arlington",4547.64399650581
"S2MET_2016_Arlington","2016","Arlington, WI","MT080281",FALSE,"S2MET","Arlington",5063.049162357
"S2MET_2016_Arlington","2016","Arlington, WI","MT090059",FALSE,"S2MET","Arlington",4722.56064096338
"S2MET_2016_Arlington","2016","Arlington, WI","MT090124",FALSE,"S2MET","Arlington",4965.84448763634
"S2MET_2016_Arlington","2016","Arlington, WI","MT090128",FALSE,"S2MET","Arlington",4965.33183573705
"S2MET_2016_Arlington","2016","Arlington, WI","MT090193",FALSE,"S2MET","Arlington",5128.33907631387
"S2MET_2016_Arlington","2016","Arlington, WI","MT090194",FALSE,"S2MET","Arlington",4587.34675196889
"S2MET_2016_Arlington","2016","Arlington, WI","MT090226",FALSE,"S2MET","Arlington",4587.34032660937
"S2MET_2016_Arlington","2016","Arlington, WI","MT090234",FALSE,"S2MET","Arlington",5012.11487844312
"S2MET_2016_Arlington","2016","Arlington, WI","MT090235",FALSE,"S2MET","Arlington",4937.5366483377
"S2MET_2016_Arlington","2016","Arlington, WI","ND24393",FALSE,"S2MET","Arlington",5311.23418148526
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","03WA-119.4",FALSE,"S2MET","BozemanDryland",4348.34482636502
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","04AB013-79",FALSE,"S2MET","BozemanDryland",4509.65621127193
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","04AB088-46",FALSE,"S2MET","BozemanDryland",4358.58150579966
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","04WA-102.43",FALSE,"S2MET","BozemanDryland",4366.56273852944
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","04WA-118.11",FALSE,"S2MET","BozemanDryland",4380.67013342643
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","04WNZ-128",FALSE,"S2MET","BozemanDryland",4454.75473247486
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","05WA-303.17",FALSE,"S2MET","BozemanDryland",4475.72110642098
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","05WA-324.17",FALSE,"S2MET","BozemanDryland",4393.42376548502
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","05WA-360.21",FALSE,"S2MET","BozemanDryland",4343.59801288203
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-406.18",FALSE,"S2MET","BozemanDryland",4546.27378393528
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-412.14",FALSE,"S2MET","BozemanDryland",4557.54025430137
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-419.6",FALSE,"S2MET","BozemanDryland",4459.78793257397
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-422.19",FALSE,"S2MET","BozemanDryland",4391.94225034789
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-425.3",FALSE,"S2MET","BozemanDryland",4332.15402850689
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-427.31",FALSE,"S2MET","BozemanDryland",4421.73560493482
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-427.50",FALSE,"S2MET","BozemanDryland",4488.38439387711
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-431.16",FALSE,"S2MET","BozemanDryland",4405.11213960482
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-431.25",FALSE,"S2MET","BozemanDryland",4426.67828416973
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-444.5",FALSE,"S2MET","BozemanDryland",4381.33872073559
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-448.5",FALSE,"S2MET","BozemanDryland",4575.24097690287
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-455.5",FALSE,"S2MET","BozemanDryland",4284.6723027343
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-461.1",FALSE,"S2MET","BozemanDryland",4377.86079434716
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-466.6",FALSE,"S2MET","BozemanDryland",4360.62344228393
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","06WA-475.15",FALSE,"S2MET","BozemanDryland",4390.60383939977
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","07WA-616.1",FALSE,"S2MET","BozemanDryland",4458.15801848788
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","07WA-682.1",FALSE,"S2MET","BozemanDryland",4342.40553015504
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","08-AB-17",FALSE,"S2MET","BozemanDryland",4301.24371386561
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","09-MT-62",FALSE,"S2MET","BozemanDryland",4245.13740080203
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","09-N2-18",FALSE,"S2MET","BozemanDryland",4375.217323403
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","09-N2-31",FALSE,"S2MET","BozemanDryland",4415.51609827072
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","09-N2-91",FALSE,"S2MET","BozemanDryland",4330.06074395021
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","09-WA-39",FALSE,"S2MET","BozemanDryland",4425.11189354999
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X00017-4",FALSE,"S2MET","BozemanDryland",4393.90884006895
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X00026-2",FALSE,"S2MET","BozemanDryland",4428.20938326429
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X00027-9",FALSE,"S2MET","BozemanDryland",4317.7643060407
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X00103-4",FALSE,"S2MET","BozemanDryland",4481.53794293363
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X01082-10",FALSE,"S2MET","BozemanDryland",4476.01084532989
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X01082-12",FALSE,"S2MET","BozemanDryland",4406.92097912319
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X01083-9",FALSE,"S2MET","BozemanDryland",4379.49212036202
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X01084-15",FALSE,"S2MET","BozemanDryland",4397.79208394755
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X01084-6",FALSE,"S2MET","BozemanDryland",4370.25611640119
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X01085-14",FALSE,"S2MET","BozemanDryland",4122.62563028617
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X01085-3",FALSE,"S2MET","BozemanDryland",4456.31353528522
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB04-X01085-6",FALSE,"S2MET","BozemanDryland",4426.72645619688
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X02001-2",FALSE,"S2MET","BozemanDryland",4454.93083449394
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X020021-49",FALSE,"S2MET","BozemanDryland",4436.94337245374
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X02005-45",FALSE,"S2MET","BozemanDryland",4448.9036636083
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X030091-34",FALSE,"S2MET","BozemanDryland",4432.89990829168
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X031088-33",FALSE,"S2MET","BozemanDryland",4390.72894594001
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X031123-44",FALSE,"S2MET","BozemanDryland",4328.38371613653
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X031170-28",FALSE,"S2MET","BozemanDryland",4391.1512026588
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X04M114-21",FALSE,"S2MET","BozemanDryland",4345.39997028304
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X04M114-25",FALSE,"S2MET","BozemanDryland",4396.25551448007
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X04M120-23",FALSE,"S2MET","BozemanDryland",4275.40965463471
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X04M122-15",FALSE,"S2MET","BozemanDryland",4230.39106287063
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X04M122-47",FALSE,"S2MET","BozemanDryland",4236.78137796288
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X04M219-14",FALSE,"S2MET","BozemanDryland",4323.30993140518
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X04M219-46",FALSE,"S2MET","BozemanDryland",4344.96342074412
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X04M281-32",FALSE,"S2MET","BozemanDryland",4425.94970153976
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB07-X04M281-8",FALSE,"S2MET","BozemanDryland",4401.34518000213
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB08-X04M278-10",FALSE,"S2MET","BozemanDryland",4264.57514569528
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB08-X05M006-32",FALSE,"S2MET","BozemanDryland",4359.78881044756
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB08-X05M011-46",FALSE,"S2MET","BozemanDryland",4159.34519399842
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB08-X05M028-12",FALSE,"S2MET","BozemanDryland",4259.79233507868
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB08-X05M028-76",FALSE,"S2MET","BozemanDryland",4407.22906950543
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB08-X05M030-72",FALSE,"S2MET","BozemanDryland",4492.58172718502
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2AB08-X05M046-21",FALSE,"S2MET","BozemanDryland",4398.2981564122
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3301-001",FALSE,"S2MET","BozemanDryland",4248.91583042221
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3301-016",FALSE,"S2MET","BozemanDryland",4266.18953217691
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3301-021",FALSE,"S2MET","BozemanDryland",4332.63575041051
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3302-011",FALSE,"S2MET","BozemanDryland",4174.04477117839
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3302-026",FALSE,"S2MET","BozemanDryland",4249.20592203878
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3304-022",FALSE,"S2MET","BozemanDryland",4390.48790854628
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3305-002",FALSE,"S2MET","BozemanDryland",4331.4145061177
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3306-007",FALSE,"S2MET","BozemanDryland",4374.50391579133
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3306-013",FALSE,"S2MET","BozemanDryland",4473.61741069237
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3306-017",FALSE,"S2MET","BozemanDryland",4563.63377211861
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3307-008",FALSE,"S2MET","BozemanDryland",4313.55126823958
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3308-020",FALSE,"S2MET","BozemanDryland",4358.34611493392
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3308-025",FALSE,"S2MET","BozemanDryland",4494.18834936038
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3309-029",FALSE,"S2MET","BozemanDryland",4386.07230088703
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3310-009",FALSE,"S2MET","BozemanDryland",4314.64670046304
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3310-012",FALSE,"S2MET","BozemanDryland",4345.12664154985
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3310-017",FALSE,"S2MET","BozemanDryland",4395.34059570551
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3310-018",FALSE,"S2MET","BozemanDryland",4302.72999364457
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3310-019",FALSE,"S2MET","BozemanDryland",4395.98959664114
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3312-012",FALSE,"S2MET","BozemanDryland",4404.08975986474
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3312-020",FALSE,"S2MET","BozemanDryland",4310.62582246819
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3314-015",FALSE,"S2MET","BozemanDryland",4448.12726205316
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3315-005",FALSE,"S2MET","BozemanDryland",4319.23311697921
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3315-015",FALSE,"S2MET","BozemanDryland",4486.42380328405
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3316-005",FALSE,"S2MET","BozemanDryland",4406.31715035486
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3316-020",FALSE,"S2MET","BozemanDryland",4386.87940537348
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3317-006",FALSE,"S2MET","BozemanDryland",4383.51017513194
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3317-014",FALSE,"S2MET","BozemanDryland",4406.9412714167
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3317-016",FALSE,"S2MET","BozemanDryland",4325.06036426167
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3317-018",FALSE,"S2MET","BozemanDryland",4487.12503525683
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3317-025",FALSE,"S2MET","BozemanDryland",4475.8460365063
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3318-006",FALSE,"S2MET","BozemanDryland",4241.58995113972
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3324-018",FALSE,"S2MET","BozemanDryland",4445.4977307176
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3328-025",FALSE,"S2MET","BozemanDryland",4357.44954758807
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3335-007",FALSE,"S2MET","BozemanDryland",4516.32920708848
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3336-002",FALSE,"S2MET","BozemanDryland",4354.16925068348
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3336-016",FALSE,"S2MET","BozemanDryland",4477.66846293221
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3337-013",FALSE,"S2MET","BozemanDryland",4515.96059281264
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3340-004",FALSE,"S2MET","BozemanDryland",4435.1599426722
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3340-013",FALSE,"S2MET","BozemanDryland",4386.9385177726
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3340-022",FALSE,"S2MET","BozemanDryland",4381.14179743499
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3340-025",FALSE,"S2MET","BozemanDryland",4414.54012609288
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3342-004",FALSE,"S2MET","BozemanDryland",4421.07795783087
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3342-009",FALSE,"S2MET","BozemanDryland",4408.39649511311
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3342-010",FALSE,"S2MET","BozemanDryland",4616.14322800214
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3342-013",FALSE,"S2MET","BozemanDryland",4453.4823159751
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3342-018",FALSE,"S2MET","BozemanDryland",4545.21311355804
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3342-022",FALSE,"S2MET","BozemanDryland",4349.31127004117
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3345-013",FALSE,"S2MET","BozemanDryland",4362.99305532383
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2MS14_3346-002",FALSE,"S2MET","BozemanDryland",4400.91462993275
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND21089",FALSE,"S2MET","BozemanDryland",4237.26786412081
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND23146",FALSE,"S2MET","BozemanDryland",4357.04317192354
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND23164",FALSE,"S2MET","BozemanDryland",4369.98384652043
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24186",FALSE,"S2MET","BozemanDryland",4413.93400366084
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24205",FALSE,"S2MET","BozemanDryland",4277.73603617298
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24238",FALSE,"S2MET","BozemanDryland",4370.51550520057
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24259",FALSE,"S2MET","BozemanDryland",4277.05933148001
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24341",FALSE,"S2MET","BozemanDryland",4318.56399982498
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24365",FALSE,"S2MET","BozemanDryland",4373.24614529396
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24379",FALSE,"S2MET","BozemanDryland",4316.77192355504
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24385",FALSE,"S2MET","BozemanDryland",4352.79801925219
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24388",FALSE,"S2MET","BozemanDryland",4279.79579454646
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24434",FALSE,"S2MET","BozemanDryland",4237.35785652587
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24510",FALSE,"S2MET","BozemanDryland",4289.51122601511
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND24519",FALSE,"S2MET","BozemanDryland",4304.89297821201
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26306",FALSE,"S2MET","BozemanDryland",4277.70021576075
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26319",FALSE,"S2MET","BozemanDryland",4248.09266793102
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26321",FALSE,"S2MET","BozemanDryland",4283.70250653658
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26322",FALSE,"S2MET","BozemanDryland",4279.54222881629
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26324",FALSE,"S2MET","BozemanDryland",4294.98326962636
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26325",FALSE,"S2MET","BozemanDryland",4275.69815827207
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26326",FALSE,"S2MET","BozemanDryland",4274.3528659987
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26328",FALSE,"S2MET","BozemanDryland",4377.69351508037
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26330",FALSE,"S2MET","BozemanDryland",4281.56510816061
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26333",FALSE,"S2MET","BozemanDryland",4053.67128148942
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26334",FALSE,"S2MET","BozemanDryland",4173.5044662027
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26341",FALSE,"S2MET","BozemanDryland",4058.96898754865
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26342",FALSE,"S2MET","BozemanDryland",4165.79691525256
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26346",FALSE,"S2MET","BozemanDryland",4205.0830155736
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26348",FALSE,"S2MET","BozemanDryland",4383.79126774147
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26350",FALSE,"S2MET","BozemanDryland",4341.13946644308
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26351",FALSE,"S2MET","BozemanDryland",4283.86043369246
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26352",FALSE,"S2MET","BozemanDryland",4345.74070473276
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26361",FALSE,"S2MET","BozemanDryland",4172.96504347519
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26369",FALSE,"S2MET","BozemanDryland",4388.26140038244
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26373",FALSE,"S2MET","BozemanDryland",4201.06848968858
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND26388",FALSE,"S2MET","BozemanDryland",4345.41726313579
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27344",FALSE,"S2MET","BozemanDryland",4291.41888025148
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27346",FALSE,"S2MET","BozemanDryland",4377.75298038934
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27347",FALSE,"S2MET","BozemanDryland",4373.53676655177
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27348",FALSE,"S2MET","BozemanDryland",4373.97913904315
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27349",FALSE,"S2MET","BozemanDryland",4254.02702338486
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27353",FALSE,"S2MET","BozemanDryland",4374.27575954065
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27360",FALSE,"S2MET","BozemanDryland",4391.52511058016
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27362",FALSE,"S2MET","BozemanDryland",4111.65472191788
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27368",FALSE,"S2MET","BozemanDryland",4268.67031165967
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27373",FALSE,"S2MET","BozemanDryland",4358.72090525279
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27374",FALSE,"S2MET","BozemanDryland",4344.10761437085
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27375",FALSE,"S2MET","BozemanDryland",4359.35014344448
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27377",FALSE,"S2MET","BozemanDryland",4293.52098774644
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27378",FALSE,"S2MET","BozemanDryland",4176.8669911824
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27379",FALSE,"S2MET","BozemanDryland",4221.40139076964
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27380",FALSE,"S2MET","BozemanDryland",4206.36513715919
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27390",FALSE,"S2MET","BozemanDryland",4479.6669912646
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27392",FALSE,"S2MET","BozemanDryland",4295.30759391376
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27394",FALSE,"S2MET","BozemanDryland",4205.84953589747
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27395",FALSE,"S2MET","BozemanDryland",4351.86986642133
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27396",FALSE,"S2MET","BozemanDryland",4349.62977111386
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27397",FALSE,"S2MET","BozemanDryland",4280.60095835906
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27403",FALSE,"S2MET","BozemanDryland",4211.19206168125
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27404",FALSE,"S2MET","BozemanDryland",4277.67180674462
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27405",FALSE,"S2MET","BozemanDryland",4361.39278562923
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27408",FALSE,"S2MET","BozemanDryland",4337.78399927278
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27416",FALSE,"S2MET","BozemanDryland",4308.70316930155
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27419",FALSE,"S2MET","BozemanDryland",4254.18759733597
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27421",FALSE,"S2MET","BozemanDryland",4397.93113017284
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27440",FALSE,"S2MET","BozemanDryland",4283.60545626907
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27518",FALSE,"S2MET","BozemanDryland",4334.50264352895
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27572",FALSE,"S2MET","BozemanDryland",4355.04340837088
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27625",FALSE,"S2MET","BozemanDryland",4289.98853670533
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27628",FALSE,"S2MET","BozemanDryland",4394.93898402482
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27633",FALSE,"S2MET","BozemanDryland",4352.87495359852
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27657",FALSE,"S2MET","BozemanDryland",4228.08938525246
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27660",FALSE,"S2MET","BozemanDryland",4360.64267575254
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27667",FALSE,"S2MET","BozemanDryland",4366.02172774238
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27669",FALSE,"S2MET","BozemanDryland",4215.06524713251
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27670",FALSE,"S2MET","BozemanDryland",4383.39071503125
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27671",FALSE,"S2MET","BozemanDryland",4331.97263281198
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27672",FALSE,"S2MET","BozemanDryland",4358.58450592779
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27673",FALSE,"S2MET","BozemanDryland",4417.40822447388
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27674",FALSE,"S2MET","BozemanDryland",4335.68330352226
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27675",FALSE,"S2MET","BozemanDryland",4330.21178917196
"S2MET_2016_BozemanDryland","2016","Bozeman, MT","2ND27676",FALSE,"S2MET","BozemanDryland",4413.28729614121
